"","state_name","state_postal","KWH","DOLLAREL","HDD65","CDD65","UATYP10","TYPEHUQ","MONEYPY","ENERGYASST20","BA_climate","DIVISION","YEARMADERANGE","KOWNRENT","COOLCNTL","HEATCNTL","LGTINLED","SMARTMETER","TYPETHERM","ATHOME"
"15283","North Carolina","NC",22780.9,2245.41,2797,1751,"R",2,16,-2,"Mixed-Humid","South Atlantic",7,1,2,2,3,0,2,5
"15284","Wisconsin","WI",8752.06,1307.47,7891,590,"R",2,12,-2,"Cold","East North Central",4,1,4,3,1,1,3,5
"15285","South Dakota","SD",28562.81,2504.21,8112,715,"R",2,13,-2,"Cold","West North Central",7,1,1,1,1,1,1,0
"15286","Ohio","OH",7526.4,978.12,5417,887,"U",2,14,-2,"Cold","East North Central",5,1,2,2,0,1,2,5
"15287","New York","NY",9657.96,1742.09,5949,964,"U",2,14,-2,"Cold","Middle Atlantic",1,1,3,3,4,1,3,5
"15288","California","CA",8859.28,1795.88,2499,2101,"U",2,14,-2,"Hot-Dry","Pacific",2,1,4,3,4,1,2,5
"15289","Mississippi","MS",8439,1164.97,1167,2934,"U",2,12,-2,"Hot-Humid","East South Central",5,2,1,1,4,-4,2,1
"15290","Wyoming","WY",4589.57,742.34,6855,537,"U",2,7,-2,"Cold","Mountain North",1,2,-2,1,2,1,2,5
"15291","New Mexico","NM",10142.94,1377.75,4550,610,"R",2,7,-2,"Mixed-Dry","Mountain South",8,1,2,2,0,0,2,5
"15292","Michigan","MI",2314.09,329.57,7748,363,"R",1,1,-2,"Cold","East North Central",4,1,4,1,1,1,1,5
"15293","Kansas","KS",10231.38,1335.19,4290,1607,"R",2,8,-2,"Mixed-Humid","West North Central",3,1,1,1,4,0,1,5
"15294","South Dakota","SD",7315.56,767.57,8418,550,"C",1,8,-2,"Cold","West North Central",7,2,1,1,3,-4,2,2
"15295","West Virginia","WV",10939.66,1524.98,4340,1166,"U",2,9,-2,"Mixed-Humid","South Atlantic",3,1,1,1,4,-4,2,5
"15296","Alabama","AL",7834.52,814.48,2494,1808,"C",4,6,-2,"Mixed-Humid","East South Central",6,3,-2,2,0,-4,1,5
"15297","Alabama","AL",14523.44,2051.17,2080,2019,"R",2,10,-2,"Hot-Humid","East South Central",5,1,1,1,1,1,1,3
"15298","Arizona","AZ",7850.89,1094.98,875,5357,"U",4,9,-2,"Hot-Dry","Mountain South",3,2,1,-2,4,-4,2,5
"15299","Utah","UT",14801.34,1863.02,5708,1037,"U",2,14,-2,"Cold","Mountain North",3,2,2,2,3,1,1,5
"15300","California","CA",2158.03,371.92,756,2045,"U",3,15,-2,"Hot-Dry","Pacific",5,1,2,4,2,-4,1,4
"15301","Ohio","OH",18133.96,1970.97,5377,845,"R",2,12,-2,"Cold","East North Central",1,1,4,2,2,0,1,5
"15302","Maryland","MD",10781.89,1322.19,3780,1544,"U",3,15,-2,"Mixed-Humid","South Atlantic",6,1,1,1,4,-4,1,5
"15303","Iowa","IA",15160.81,1622.1,6038,925,"R",2,8,-2,"Cold","West North Central",1,1,1,1,2,0,1,0
"15304","Vermont","VT",13211.49,2466.84,6936,554,"C",2,14,-2,"Cold","New England",1,1,4,2,4,0,1,5
"15305","Louisiana","LA",9874.55,906.66,1159,2733,"U",3,13,-2,"Hot-Humid","West South Central",4,2,1,1,2,-4,1,2
"15306","Louisiana","LA",14038.86,1293.48,1146,2908,"R",2,11,-2,"Hot-Humid","West South Central",4,1,3,3,2,1,3,5
"15307","Missouri","MO",3232.19,461.57,4173,1471,"U",5,8,-2,"Mixed-Humid","West North Central",5,2,2,2,2,-4,1,5
"15308","Georgia","GA",37149.76,4576.48,3668,937,"R",1,8,-2,"Mixed-Humid","South Atlantic",4,2,4,4,4,-4,0,5
"15309","Alabama","AL",27419.4,2980.11,2804,1405,"C",2,16,-2,"Mixed-Humid","East South Central",7,1,1,1,4,0,2,4
"15310","Pennsylvania","PA",21755.76,2481.23,5327,840,"U",2,13,-2,"Cold","Middle Atlantic",5,1,3,3,4,1,2,5
"15311","New York","NY",4719.18,1119.17,4330,1262,"U",2,5,-2,"Mixed-Humid","Middle Atlantic",5,1,2,1,1,1,1,0
"15312","New York","NY",2648.41,679.36,4201,1354,"U",4,14,-2,"Mixed-Humid","Middle Atlantic",2,2,5,5,1,0,0,5
"15313","Rhode Island","RI",12494.62,2746.63,5204,872,"U",2,15,-2,"Cold","New England",1,1,4,3,1,-4,2,5
"15314","District of Columbia","DC",9398.4,1154.77,3467,1638,"U",4,14,-2,"Mixed-Humid","South Atlantic",1,2,1,2,4,-4,2,5
"15315","Pennsylvania","PA",5466.17,950.05,5283,921,"U",2,4,-2,"Cold","Middle Atlantic",2,1,2,4,0,-4,1,5
"15316","California","CA",10702.1,1023.35,1053,1052,"U",2,12,-2,"Hot-Dry","Pacific",3,1,-2,4,4,0,0,5
"15317","California","CA",8881.64,1915.97,2031,505,"U",2,16,-2,"Marine","Pacific",1,1,1,1,3,1,3,5
"15318","Wisconsin","WI",6497.79,1120.2,7076,542,"U",3,12,1,"Cold","East North Central",5,2,1,1,2,-4,3,5
"15319","Oklahoma","OK",7165.34,863.74,3252,1845,"U",2,13,-2,"Mixed-Humid","West South Central",3,1,2,2,1,-4,1,4
"15320","Texas","TX",5788.42,1032.62,1315,3213,"R",2,4,-2,"Hot-Humid","West South Central",9,1,1,1,4,-4,2,3
"15321","Minnesota","MN",12921.3,1646.32,9705,342,"R",2,12,-2,"Very-Cold","West North Central",8,1,-2,1,1,1,0,5
"15322","New Jersey","NJ",7703.79,1060.9,4399,1251,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",6,1,2,2,4,-4,2,5
"15323","Connecticut","CT",5624.75,1282.94,5192,1121,"U",5,1,-2,"Cold","New England",7,1,1,1,2,-4,2,5
"15324","Illinois","IL",18233.94,1804.74,5243,1229,"R",2,14,-2,"Cold","East North Central",1,1,1,1,2,-4,3,5
"15325","Kansas","KS",6533.59,608.66,5453,1139,"R",2,12,-2,"Mixed-Humid","West North Central",2,1,1,1,3,1,1,2
"15326","California","CA",5447.18,1444.3,2195,604,"U",3,14,-2,"Marine","Pacific",9,1,4,4,4,0,0,5
"15327","Utah","UT",5136.51,675.51,4930,1340,"U",3,8,-2,"Cold","Mountain North",1,2,1,1,3,-4,2,1
"15328","Pennsylvania","PA",12851.7,1536.08,4978,1014,"U",2,10,-2,"Cold","Middle Atlantic",2,1,1,1,4,-4,2,5
"15329","Ohio","OH",7356.69,722.07,5269,956,"U",2,12,-2,"Cold","East North Central",3,1,4,1,2,0,1,5
"15330","Hawaii","HI",1186.21,450.18,5,2993,"U",2,14,-2,"Hot-Humid","Pacific",2,1,-2,-2,1,-4,-2,5
"15331","Georgia","GA",8836.16,1283.56,2450,1817,"U",2,15,-2,"Mixed-Humid","South Atlantic",9,1,2,2,2,-4,2,4
"15332","Oklahoma","OK",7478.07,889.66,3252,1854,"U",2,4,-2,"Mixed-Humid","West South Central",4,1,1,1,4,-4,1,5
"15333","New Jersey","NJ",4224.11,798.04,4185,1362,"U",5,15,-2,"Mixed-Humid","Middle Atlantic",4,2,1,1,2,-4,1,5
"15334","Michigan","MI",10235.68,1596.93,6201,801,"U",2,12,-2,"Cold","East North Central",2,1,3,3,1,1,2,2
"15335","Oklahoma","OK",13826.74,1826.59,3192,2022,"C",2,15,-2,"Mixed-Humid","West South Central",4,1,3,3,2,-4,2,0
"15336","Virginia","VA",12131.55,1494.12,3654,1353,"U",2,16,-2,"Mixed-Humid","South Atlantic",6,1,1,2,4,0,1,5
"15337","Maryland","MD",12014.16,1455.71,3806,1538,"U",3,8,1,"Mixed-Humid","South Atlantic",3,2,2,2,4,0,1,5
"15338","Texas","TX",25738.46,3502.84,1067,3350,"U",2,14,-2,"Hot-Humid","West South Central",4,1,1,1,4,1,2,5
"15339","Arkansas","AR",15294.6,1834.98,3810,1431,"R",1,12,-2,"Mixed-Humid","West South Central",4,1,1,1,4,0,2,2
"15340","New Jersey","NJ",7610.3,1421.65,4314,1334,"U",2,16,-2,"Cold","Middle Atlantic",2,1,3,3,3,1,2,2
"15341","Ohio","OH",5834.17,694.91,5367,836,"U",2,14,-2,"Cold","East North Central",3,1,1,1,4,1,2,0
"15342","North Carolina","NC",12228.44,1518.67,2679,1748,"R",2,9,-2,"Mixed-Humid","South Atlantic",4,1,2,2,0,0,1,5
"15343","Maryland","MD",8611.44,318.55,4201,1263,"U",2,15,-2,"Mixed-Humid","South Atlantic",6,1,1,1,4,0,2,5
"15344","Tennessee","TN",19962.55,1946.02,3562,1525,"C",2,15,-2,"Mixed-Humid","East South Central",2,1,3,3,1,0,2,5
"15345","Tennessee","TN",12669.53,1131.26,3344,1470,"R",2,13,-2,"Mixed-Humid","East South Central",6,1,2,2,2,0,1,3
"15346","Oklahoma","OK",27685.16,2640.87,3134,2168,"U",2,16,1,"Mixed-Humid","West South Central",4,1,1,1,0,1,1,2
"15347","New York","NY",5574.03,1320.65,4782,977,"U",3,15,-2,"Mixed-Humid","Middle Atlantic",5,1,2,2,2,1,1,0
"15348","Washington","WA",10886.63,1062.45,6379,379,"U",5,8,-2,"Cold","Pacific",8,2,2,2,0,-4,1,5
"15349","Minnesota","MN",14835.77,1922.2,7465,817,"U",2,16,-2,"Cold","West North Central",6,1,1,3,4,0,2,3
"15350","Connecticut","CT",12577.03,3466.95,4713,1105,"U",2,14,-2,"Cold","New England",2,1,1,1,4,1,1,5
"15351","Pennsylvania","PA",4979.93,670.51,4696,1144,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",4,1,1,1,1,-4,1,5
"15352","Virginia","VA",10894.9,1251.38,4501,817,"R",1,7,-2,"Mixed-Humid","South Atlantic",6,1,1,1,0,1,1,2
"15353","Missouri","MO",5252.67,743.93,4461,1317,"C",3,1,-2,"Mixed-Humid","West North Central",8,2,1,1,1,-4,2,5
"15354","Oregon","OR",12639.79,1418.97,4308,345,"U",2,16,-2,"Marine","Pacific",4,1,2,2,2,-4,2,0
"15355","Florida","FL",62029.98,7461.48,109,4882,"U",2,15,-2,"Hot-Humid","South Atlantic",4,1,1,1,2,1,2,5
"15356","Pennsylvania","PA",18083.99,2043.56,5350,950,"R",2,11,-2,"Cold","Middle Atlantic",1,1,4,1,1,-4,2,5
"15357","Nebraska","NE",17987.89,1865.52,5792,1084,"R",2,16,-2,"Cold","West North Central",5,1,2,2,2,0,2,4
"15358","California","CA",3481.37,758.3,903,1255,"U",4,16,-2,"Hot-Dry","Pacific",1,2,3,3,3,-4,3,1
"15359","Wisconsin","WI",7148.15,693.43,7775,463,"R",2,12,-2,"Cold","East North Central",1,1,4,2,2,1,1,5
"15360","Arizona","AZ",4223.61,669.34,4139,1206,"U",2,8,-2,"Mixed-Dry","Mountain South",4,1,4,2,0,1,1,5
"15361","Pennsylvania","PA",5909.75,366.31,5186,992,"U",2,14,-2,"Cold","Middle Atlantic",4,1,2,2,4,1,2,5
"15362","Washington","WA",5599.94,517.73,5289,690,"U",5,6,-2,"Cold","Pacific",4,2,1,2,4,-4,2,5
"15363","Pennsylvania","PA",25518.45,1944.55,4940,980,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",2,1,1,1,4,-4,1,5
"15364","Montana","MT",4944.8,604.97,7055,320,"U",2,13,-2,"Cold","Mountain North",6,2,4,2,2,0,2,5
"15365","New Jersey","NJ",2439.24,476.87,4319,1335,"U",5,9,-2,"Cold","Middle Atlantic",2,2,5,5,1,-4,0,3
"15366","Montana","MT",19133.49,1733.56,7501,198,"R",2,15,-2,"Cold","Mountain North",6,1,1,2,4,-4,1,5
"15367","Indiana","IN",3841.33,740.93,5728,908,"U",2,12,-2,"Cold","East North Central",3,1,2,1,1,-4,2,5
"15368","North Carolina","NC",24194.97,2249.7,3243,1415,"U",2,14,-2,"Mixed-Humid","South Atlantic",6,1,3,3,1,1,3,3
"15369","Missouri","MO",13906.05,1448.24,4230,1388,"U",2,14,-2,"Mixed-Humid","West North Central",7,1,1,1,4,-4,1,5
"15370","California","CA",7727.6,1110.7,1249,2403,"U",2,12,-2,"Hot-Dry","Pacific",7,1,4,4,1,1,2,5
"15371","Nevada","NV",5914.24,812.32,1779,4222,"U",2,9,-2,"Hot-Dry","Mountain South",7,1,3,3,1,-4,3,2
"15372","Maine","ME",27094.94,4766.3,7351,447,"U",2,15,-2,"Cold","New England",3,1,-2,1,0,0,1,0
"15373","New Jersey","NJ",13115.49,2304.52,4515,1171,"U",5,16,-2,"Cold","Middle Atlantic",9,2,1,1,4,-4,2,5
"15374","New York","NY",1523.63,549.21,5144,889,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",9,1,2,2,1,1,2,5
"15375","New Mexico","NM",5158.03,652.85,5161,876,"U",2,10,-2,"Cold","Mountain South",5,1,-2,2,0,0,1,5
"15376","South Carolina","SC",22474.68,2671.64,2624,1734,"U",2,14,-2,"Mixed-Humid","South Atlantic",1,1,2,2,3,0,1,0
"15377","Ohio","OH",8833.61,1372.78,5246,881,"U",2,14,-2,"Cold","East North Central",6,1,1,1,0,1,1,5
"15378","Florida","FL",11400.69,1285.88,146,4594,"U",5,9,-2,"Hot-Humid","South Atlantic",4,2,-2,1,0,-4,1,5
"15379","Minnesota","MN",25067.5,2632.34,8178,518,"R",2,11,-2,"Cold","West North Central",4,1,1,4,2,-4,1,1
"15380","Michigan","MI",5337.42,971.65,6505,637,"U",3,14,-2,"Cold","East North Central",6,1,1,1,2,0,2,5
"15381","Florida","FL",24159.87,2366.68,361,4437,"U",2,8,-2,"Hot-Humid","South Atlantic",5,1,2,2,2,-4,1,5
"15382","Hawaii","HI",4367.37,1267.68,0,4454,"U",5,3,1,"Hot-Humid","Pacific",4,2,1,-2,0,0,0,1
"15383","Pennsylvania","PA",4737.26,466.5,4849,1057,"U",3,16,-2,"Mixed-Humid","Middle Atlantic",2,1,2,2,0,0,1,5
"15384","Wisconsin","WI",6589.68,1153.62,6503,725,"U",3,1,-2,"Cold","East North Central",2,2,5,5,3,0,1,5
"15385","District of Columbia","DC",4158.83,510.99,3338,1711,"U",5,1,-2,"Mixed-Humid","South Atlantic",3,2,1,1,0,0,0,5
"15386","District of Columbia","DC",10929.08,1248.34,3522,1611,"U",3,11,-2,"Mixed-Humid","South Atlantic",1,1,-2,-2,4,-4,-2,5
"15387","California","CA",9058.14,1705,865,1659,"U",2,14,-2,"Hot-Dry","Pacific",2,1,1,2,3,0,2,5
"15388","New Jersey","NJ",8397.52,1641.24,4413,1255,"U",2,15,-2,"Mixed-Humid","Middle Atlantic",3,1,3,3,2,0,2,5
"15389","Mississippi","MS",15941.37,1933.98,2282,2131,"R",2,16,-2,"Mixed-Humid","East South Central",4,1,3,3,2,0,3,5
"15390","Oklahoma","OK",3915.87,382.52,2964,2140,"U",5,5,-2,"Mixed-Humid","West South Central",2,2,5,-2,1,0,0,5
"15391","Florida","FL",7079.53,754.65,264,4438,"U",5,6,-2,"Hot-Humid","South Atlantic",4,1,1,-2,3,1,1,5
"15392","North Carolina","NC",9763.16,1074.7,3426,1306,"U",2,7,-2,"Mixed-Humid","South Atlantic",2,2,1,4,3,-4,0,5
"15393","Florida","FL",9764.33,1083.33,370,4312,"U",2,14,-2,"Hot-Humid","South Atlantic",7,1,1,1,1,1,2,5
"15394","West Virginia","WV",13125.15,1398.2,4985,722,"R",2,10,-2,"Cold","South Atlantic",5,1,4,1,2,-4,1,5
"15395","Arizona","AZ",13334.06,2024.73,1388,3991,"U",2,13,-2,"Hot-Dry","Mountain South",1,1,2,2,3,0,1,0
"15396","New Hampshire","NH",7331.85,1387.9,6151,814,"U",2,16,-2,"Cold","New England",5,1,3,3,1,-4,2,5
"15397","New Jersey","NJ",12448.58,2279.71,4596,1175,"U",2,11,-2,"Mixed-Humid","Middle Atlantic",3,1,1,1,2,0,2,5
"15398","Virginia","VA",10653.95,1335.5,3505,1611,"U",5,9,-2,"Mixed-Humid","South Atlantic",4,1,2,2,3,0,2,5
"15399","Maryland","MD",13514.64,1985.66,3973,1312,"U",3,12,-2,"Mixed-Humid","South Atlantic",6,1,1,1,2,1,2,5
"15400","North Dakota","ND",4228.37,565.99,8075,598,"U",2,12,-2,"Cold","West North Central",4,1,1,1,2,-4,0,0
"15401","Washington","WA",1418.2,163.26,4453,211,"U",2,7,-2,"Marine","Pacific",1,1,-2,3,4,-4,2,5
"15402","New York","NY",9789.97,1656.33,5099,902,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",1,1,4,3,3,1,2,5
"15403","Ohio","OH",3926.69,467.71,4881,1086,"U",2,6,-2,"Cold","East North Central",1,1,4,2,4,0,1,5
"15404","Hawaii","HI",7169.29,2063.66,0,4857,"U",5,15,-2,"Hot-Humid","Pacific",9,2,2,-2,2,-4,2,5
"15405","Idaho","ID",14593.15,1464.19,5066,1057,"U",2,12,-2,"Cold","Mountain North",4,1,1,1,2,-4,2,5
"15406","Massachusetts","MA",4277.31,1069.98,5346,889,"U",2,13,-2,"Cold","New England",6,1,1,1,4,-4,2,1
"15407","Texas","TX",5746.47,709.56,1152,3126,"R",2,12,-2,"Hot-Humid","West South Central",3,1,2,2,0,1,2,2
"15408","Vermont","VT",12784.17,2650.51,7127,587,"R",2,16,-2,"Cold","New England",7,1,4,3,1,0,3,5
"15409","Texas","TX",9230.16,1125.3,937,3495,"R",2,15,-2,"Hot-Humid","West South Central",8,1,1,1,1,0,1,5
"15410","Tennessee","TN",14336.88,1535.48,2668,1893,"U",5,13,-2,"Mixed-Humid","East South Central",5,2,1,1,2,-4,2,0
"15411","Florida","FL",15095.65,1672.07,206,4466,"U",2,12,-2,"Hot-Humid","South Atlantic",7,1,3,-2,2,1,3,5
"15412","Pennsylvania","PA",7363.94,1209.38,5127,983,"U",2,13,-2,"Cold","Middle Atlantic",2,1,1,1,3,-4,1,5
"15413","Massachusetts","MA",20199.2,5091.17,5831,762,"R",2,16,-2,"Cold","New England",5,1,4,2,3,-4,2,5
"15414","Texas","TX",10477.97,1341.17,1870,2838,"U",5,6,1,"Hot-Humid","West South Central",4,2,-2,1,2,1,1,5
"15415","Pennsylvania","PA",5481.76,889.43,6125,599,"R",2,9,-2,"Cold","Middle Atlantic",1,1,-2,4,4,-4,1,0
"15416","California","CA",12031.47,3062.33,1968,1593,"U",2,15,-2,"Hot-Dry","Pacific",4,1,3,3,1,1,2,5
"15417","Alabama","AL",18525.82,2081.38,2777,1717,"R",2,13,-2,"Mixed-Humid","East South Central",3,1,1,1,4,0,1,5
"15418","New York","NY",2312.44,754.2,4208,1337,"U",5,3,-2,"Mixed-Humid","Middle Atlantic",6,2,4,5,0,1,0,5
"15419","Florida","FL",17760.47,2020.77,256,4478,"U",2,15,-2,"Hot-Humid","South Atlantic",8,1,1,1,2,-4,2,5
"15420","Texas","TX",3785.25,595.16,810,3760,"U",5,15,-2,"Hot-Humid","West South Central",9,2,3,1,2,1,2,5
"15421","North Carolina","NC",6704.82,762.02,3875,867,"U",5,8,-2,"Mixed-Humid","South Atlantic",6,2,2,2,2,1,1,5
"15422","New York","NY",2546.71,460.94,6031,792,"U",4,8,-2,"Cold","Middle Atlantic",3,2,2,2,2,1,0,5
"15423","North Carolina","NC",9402.84,1123.33,2165,2065,"R",1,7,-2,"Mixed-Humid","South Atlantic",7,1,1,1,0,-4,2,2
"15424","Wyoming","WY",4022.3,505.38,8750,66,"C",2,11,-2,"Cold","Mountain North",3,2,-2,2,4,0,1,2
"15425","South Dakota","SD",14269.53,1596.41,7255,891,"R",2,15,-2,"Cold","West North Central",7,1,1,1,2,-4,2,5
"15426","Kansas","KS",10358.79,1416.59,4324,1622,"U",2,14,-2,"Mixed-Humid","West North Central",3,1,1,1,0,-4,1,5
"15427","Georgia","GA",26856.58,3454.08,1169,3137,"R",2,15,-2,"Hot-Humid","South Atlantic",9,1,3,3,1,-4,3,5
"15428","New York","NY",29636.39,2257.29,6670,827,"C",2,16,-2,"Cold","Middle Atlantic",4,1,3,3,0,1,2,5
"15429","Colorado","CO",6736.36,859.74,5632,871,"U",1,11,-2,"Cold","Mountain North",6,1,1,1,1,0,1,5
"15430","Michigan","MI",7592.18,1585.05,6518,731,"R",2,11,-2,"Cold","East North Central",4,1,4,2,0,-4,3,3
"15431","Texas","TX",7502.1,1187.8,897,3565,"U",5,13,-2,"Hot-Humid","West South Central",5,2,2,2,0,1,1,5
"15432","Illinois","IL",6639.93,1037.13,5497,1228,"U",2,16,-2,"Cold","East North Central",1,1,2,2,4,-4,2,5
"15433","Montana","MT",11632.52,1813.81,6527,735,"R",1,16,-2,"Cold","Mountain North",6,1,2,2,3,1,2,0
"15434","Maryland","MD",22136.19,3278.01,4189,1201,"U",3,16,-2,"Mixed-Humid","South Atlantic",9,1,3,3,2,1,2,5
"15435","Ohio","OH",8240.64,981.54,5802,642,"U",2,15,-2,"Cold","East North Central",4,1,1,1,4,-4,2,5
"15436","Minnesota","MN",6514.28,746.38,8742,319,"U",2,11,-2,"Very-Cold","West North Central",1,1,3,3,2,0,2,5
"15437","Wisconsin","WI",5630.33,996.92,7357,601,"R",2,7,-2,"Cold","East North Central",3,1,1,2,2,-4,1,5
"15438","Kansas","KS",4626.55,689.1,4760,1370,"U",2,16,-2,"Mixed-Humid","West North Central",7,1,1,1,2,0,2,5
"15439","North Carolina","NC",5800.86,536.19,3334,1386,"R",2,15,-2,"Mixed-Humid","South Atlantic",6,1,2,3,3,-4,2,5
"15440","Alaska","AK",3461.97,1035.23,14548,0,"R",2,12,-2,"Subarctic","Pacific",7,1,-2,1,2,-4,2,5
"15441","Texas","TX",8222.87,1282.83,1844,2686,"U",2,16,-2,"Hot-Humid","West South Central",1,1,3,2,2,1,2,5
"15442","Utah","UT",17401.47,1717.24,3131,2698,"U",2,10,-2,"Hot-Dry","Mountain North",5,2,-2,1,1,-4,1,5
"15443","South Carolina","SC",1717.52,219.47,1257,3025,"U",5,12,-2,"Hot-Humid","South Atlantic",6,2,4,4,1,-4,1,2
"15444","Tennessee","TN",9205.3,1105.41,3208,1450,"R",2,7,-2,"Mixed-Humid","East South Central",5,1,1,2,0,0,0,5
"15445","North Carolina","NC",7054.06,810.55,3242,1416,"U",2,15,-2,"Mixed-Humid","South Atlantic",7,1,2,2,2,1,1,5
"15446","Mississippi","MS",15203.88,1953.44,1167,2793,"R",2,11,-2,"Hot-Humid","East South Central",7,1,1,1,3,1,1,5
"15447","Wisconsin","WI",9770.37,1222.6,6886,725,"R",2,16,-2,"Cold","East North Central",7,1,2,2,3,-4,2,5
"15448","Wisconsin","WI",6583.35,743.28,7460,684,"R",2,11,-2,"Cold","East North Central",1,3,1,1,1,0,2,5
"15449","California","CA",7985.52,1563.19,2074,926,"U",2,14,-2,"Marine","Pacific",3,1,1,1,1,1,1,3
"15450","Arizona","AZ",10365.32,1406.36,874,5362,"U",3,14,-2,"Hot-Dry","Mountain South",7,2,3,3,4,1,2,1
"15451","Texas","TX",3592.83,454.75,1132,3434,"U",5,9,-2,"Hot-Humid","West South Central",8,2,4,1,4,1,2,5
"15452","New Jersey","NJ",6932.72,1271.64,4558,1190,"U",2,7,-2,"Mixed-Humid","Middle Atlantic",1,1,4,2,4,-4,1,5
"15453","Washington","WA",25363.97,821.55,5465,885,"U",2,14,-2,"Cold","Pacific",7,1,3,3,2,-4,2,0
"15454","North Carolina","NC",17946.43,2206.61,2680,1778,"R",2,16,-2,"Mixed-Humid","South Atlantic",5,1,1,1,1,1,1,5
"15455","Hawaii","HI",9217.83,2947.92,0,4959,"U",2,15,-2,"Hot-Humid","Pacific",3,1,4,-2,3,0,0,5
"15456","South Carolina","SC",14745.99,1831.87,2683,1728,"R",2,13,-2,"Mixed-Humid","South Atlantic",3,1,1,1,4,1,1,5
"15457","Vermont","VT",3224.16,777.38,7629,516,"C",3,13,-2,"Cold","New England",2,1,4,1,2,1,2,2
"15458","Illinois","IL",1564.37,338.1,5552,1211,"U",4,10,-2,"Cold","East North Central",1,2,2,2,3,0,1,5
"15459","New York","NY",29133.07,3414.2,6346,789,"R",2,16,-2,"Cold","Middle Atlantic",4,1,3,3,2,1,2,5
"15460","Pennsylvania","PA",20705.46,2466.22,6617,550,"R",2,16,-2,"Cold","Middle Atlantic",7,1,4,2,1,1,1,5
"15461","Colorado","CO",14509.89,1662.42,6035,750,"U",2,15,-2,"Cold","Mountain North",1,1,3,3,2,0,3,5
"15462","North Carolina","NC",18313.24,2205.37,2409,1892,"R",2,16,-2,"Mixed-Humid","South Atlantic",7,1,1,4,4,1,2,5
"15463","Georgia","GA",12806.63,1284.49,2524,1746,"U",4,7,1,"Mixed-Humid","South Atlantic",5,2,1,2,0,0,1,5
"15464","Iowa","IA",4704.83,947.07,7214,662,"R",2,4,0,"Cold","West North Central",1,1,3,3,4,1,2,5
"15465","Georgia","GA",7204.69,1108.27,2645,1771,"U",2,14,-2,"Mixed-Humid","South Atlantic",6,1,3,1,2,0,3,2
"15466","Wyoming","WY",1188.71,194.09,6857,534,"U",5,4,-2,"Cold","Mountain North",4,2,-2,5,0,-4,0,1
"15467","Massachusetts","MA",1068.76,212.51,5356,891,"U",4,15,-2,"Cold","New England",1,2,-2,1,4,-4,2,2
"15468","California","CA",3437.8,512.66,2115,1976,"U",2,8,1,"Hot-Dry","Pacific",5,1,4,4,2,1,2,5
"15469","Oregon","OR",9000.05,1209.34,4372,378,"C",2,15,-2,"Marine","Pacific",4,1,-2,1,1,-4,2,5
"15470","Maine","ME",3074.28,561.37,6395,592,"U",4,15,-2,"Cold","New England",1,2,4,3,2,-4,2,0
"15471","Washington","WA",5872.88,650.99,4332,252,"U",3,14,-2,"Marine","Pacific",4,1,-2,4,3,1,2,5
"15472","Ohio","OH",15118.15,1613.75,4969,976,"R",2,7,-2,"Cold","East North Central",7,1,1,1,0,0,1,5
"15473","Michigan","MI",33378.24,4978.18,6455,629,"R",2,15,-2,"Cold","East North Central",4,1,3,3,0,0,2,5
"15474","Maine","ME",2378.51,567.21,6335,646,"U",5,14,-2,"Cold","New England",1,2,4,4,0,-4,0,5
"15475","Wisconsin","WI",6010.98,1051.39,7137,625,"U",2,15,-2,"Cold","East North Central",6,1,3,3,3,-4,3,5
"15476","Kentucky","KY",18182.27,1743.94,4570,1124,"U",2,11,-2,"Mixed-Humid","East South Central",2,1,1,1,1,0,1,5
"15477","Colorado","CO",13827.02,1520.29,5436,1068,"U",1,6,-2,"Cold","Mountain North",7,2,1,1,2,-4,1,5
"15478","New Jersey","NJ",4751.1,884.95,4504,1219,"U",3,14,-2,"Mixed-Humid","Middle Atlantic",7,1,2,1,1,-4,2,5
"15479","South Carolina","SC",26792.83,2762.76,2689,1699,"U",2,12,-2,"Mixed-Humid","South Atlantic",3,1,1,1,0,0,1,2
"15480","Florida","FL",6410.59,810.28,749,3534,"U",2,8,-2,"Hot-Humid","South Atlantic",1,1,2,1,1,-4,1,5
"15481","Wisconsin","WI",11642.87,1528.34,7387,601,"R",2,11,-2,"Cold","East North Central",1,1,4,1,4,0,2,5
"15482","Hawaii","HI",8253.42,598.7,5,2986,"U",2,12,-2,"Hot-Humid","Pacific",3,1,4,-2,2,1,0,5
"15483","Alabama","AL",8870.25,972.53,2853,1655,"U",2,9,-2,"Mixed-Humid","East South Central",1,1,4,4,4,-4,0,5
"15484","New Mexico","NM",6080.39,791.27,3960,1465,"U",3,13,-2,"Mixed-Dry","Mountain South",6,2,4,3,4,0,2,5
"15485","New York","NY",10655.02,1802.69,4250,1338,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",1,1,4,3,4,1,2,5
"15486","Arizona","AZ",16558.73,2104.27,874,5362,"U",2,13,-2,"Hot-Dry","Mountain South",6,1,1,4,2,0,2,5
"15487","Washington","WA",4387.8,478.04,5511,71,"U",2,16,-2,"Marine","Pacific",7,1,-2,1,2,-4,3,5
