"","state_name","state_postal","KWH","DOLLAREL","HDD65","CDD65","UATYP10","TYPEHUQ","MONEYPY","ENERGYASST20","BA_climate","DIVISION","YEARMADERANGE","KOWNRENT","COOLCNTL","HEATCNTL","LGTINLED","SMARTMETER","TYPETHERM","ATHOME"
"2069","Utah","UT",6108.82,598.29,5597,1169,"U",2,15,-2,"Cold","Mountain North",4,1,3,3,2,0,2,5
"2070","Alabama","AL",2246.89,458.98,2104,2148,"U",3,11,-2,"Mixed-Humid","East South Central",5,1,4,4,2,0,1,3
"2071","Mississippi","MS",18454.74,2087.63,2334,2084,"R",1,10,-2,"Mixed-Humid","East South Central",6,1,1,1,1,1,1,0
"2072","Maine","ME",3980.24,696,6333,651,"U",2,16,-2,"Cold","New England",1,1,-2,3,3,-4,2,5
"2073","Florida","FL",4674.31,578.27,158,4562,"U",5,15,-2,"Hot-Humid","South Atlantic",5,1,2,-2,0,0,1,5
"2074","Tennessee","TN",21477.25,2064,2808,2009,"U",2,16,-2,"Mixed-Humid","East South Central",1,1,1,1,1,-4,2,5
"2075","Alaska","AK",9722.25,2120.37,10718,0,"U",2,13,-2,"Very-Cold","Pacific",5,1,-2,1,3,0,2,5
"2076","Tennessee","TN",12263.66,1326.54,4047,915,"C",3,15,-2,"Mixed-Humid","East South Central",6,1,3,3,2,-4,2,5
"2077","Tennessee","TN",18033.6,1937.48,3352,1568,"C",2,7,-2,"Mixed-Humid","East South Central",5,1,-2,1,0,0,2,5
"2078","Wisconsin","WI",7139.61,1208.09,7218,623,"U",4,4,0,"Cold","East North Central",4,2,-2,1,0,0,1,2
"2079","Connecticut","CT",26899.49,5703.83,5313,1066,"U",2,16,-2,"Cold","New England",6,1,1,1,2,0,2,5
"2080","Texas","TX",14875.12,1606.63,1885,2683,"U",3,9,-2,"Hot-Humid","West South Central",1,1,1,1,4,1,1,5
"2081","Missouri","MO",13204.34,1819.12,3913,1575,"R",2,9,-2,"Mixed-Humid","West North Central",4,1,1,1,0,-4,1,5
"2082","North Dakota","ND",16315.39,1730.98,8489,416,"R",1,11,-2,"Cold","West North Central",4,1,4,2,3,1,1,5
"2083","Illinois","IL",5501.19,863.93,5570,1196,"U",2,3,-2,"Cold","East North Central",2,1,1,1,4,-4,1,5
"2084","Arizona","AZ",2648.32,385.57,4425,1313,"C",2,1,-2,"Cold","Mountain South",5,1,-2,5,0,0,0,5
"2085","Kentucky","KY",8072.26,955.96,3708,1628,"U",5,3,-2,"Mixed-Humid","East South Central",4,3,2,2,0,1,1,3
"2086","Wisconsin","WI",12453.66,1587.14,7691,587,"C",2,13,-2,"Cold","East North Central",3,1,1,1,3,1,2,5
"2087","Georgia","GA",11176.13,1432.69,2908,1661,"U",1,11,-2,"Mixed-Humid","South Atlantic",7,1,-2,1,0,-4,2,4
"2088","Nebraska","NE",4979.01,525.73,5832,1124,"U",5,9,-2,"Cold","West North Central",6,2,2,2,0,-4,1,5
"2089","Vermont","VT",7199.89,1511.81,6615,844,"U",3,15,-2,"Cold","New England",7,1,3,3,2,-4,3,4
"2090","North Dakota","ND",6642.78,616.73,8682,656,"U",2,14,-2,"Very-Cold","West North Central",4,1,2,2,3,0,1,5
"2091","Texas","TX",21963.79,2381.78,1172,2956,"U",2,12,-2,"Hot-Humid","West South Central",4,1,1,1,1,1,1,4
"2092","Texas","TX",7970.54,873.33,1241,3319,"R",1,5,-2,"Hot-Humid","West South Central",5,1,2,2,0,1,0,5
"2093","Georgia","GA",20958.85,2050.3,2835,1475,"R",2,12,-2,"Mixed-Humid","South Atlantic",7,1,1,1,1,0,3,5
"2094","Texas","TX",13391.05,1961.28,907,3559,"U",2,16,-2,"Hot-Humid","West South Central",9,1,3,3,1,-4,2,5
"2095","North Carolina","NC",13735.63,1357.48,3368,1401,"U",2,15,-2,"Mixed-Humid","South Atlantic",6,1,2,2,1,1,1,5
"2096","Maryland","MD",4694.86,779.15,4279,1127,"U",3,14,-2,"Mixed-Humid","South Atlantic",7,1,2,2,3,-4,1,5
"2097","Pennsylvania","PA",7588.95,1108.28,4937,974,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",6,1,3,3,1,1,3,5
"2098","Nevada","NV",7091.11,831.02,1775,4230,"U",3,11,0,"Hot-Dry","Mountain South",7,2,1,1,1,-4,2,5
"2099","Colorado","CO",11384.36,1302.62,6106,732,"U",5,10,1,"Cold","Mountain North",3,2,2,2,2,0,0,0
"2100","Idaho","ID",9690.92,1033.78,7643,364,"R",2,11,-2,"Cold","Mountain North",8,1,3,3,2,0,3,5
"2101","Connecticut","CT",13549.64,3139.59,4925,941,"U",2,8,-2,"Cold","New England",1,1,1,1,3,0,2,5
"2102","Washington","WA",13643.59,1635.76,4366,225,"U",4,12,-2,"Marine","Pacific",1,2,-2,4,4,-4,1,5
"2103","Vermont","VT",9498.95,1200.04,8489,290,"R",1,4,1,"Cold","New England",4,1,4,2,4,-4,0,1
"2104","Minnesota","MN",4889.9,277.67,7211,874,"U",2,15,-2,"Cold","West North Central",1,1,3,3,2,-4,3,5
"2105","Pennsylvania","PA",13934.71,1543.25,5235,866,"U",3,15,-2,"Cold","Middle Atlantic",7,1,3,3,2,0,3,5
"2106","Louisiana","LA",3900.55,511.11,1039,3220,"R",1,1,-2,"Hot-Humid","West South Central",6,2,1,1,1,-4,0,5
"2107","Pennsylvania","PA",16184.89,2057.13,5020,952,"U",3,14,-2,"Cold","Middle Atlantic",4,1,1,1,2,-4,2,4
"2108","Florida","FL",14378.05,1605.51,163,4509,"U",2,13,-2,"Hot-Humid","South Atlantic",6,1,3,3,0,1,3,5
"2109","South Carolina","SC",12927,1677.04,1922,2161,"R",5,6,1,"Hot-Humid","South Atlantic",3,2,1,1,1,1,2,5
"2110","Minnesota","MN",21027.85,2763.72,7058,771,"R",2,15,-2,"Cold","West North Central",2,1,1,1,4,0,1,5
"2111","New York","NY",5914.14,1013.58,6039,801,"U",2,15,-2,"Cold","Middle Atlantic",6,1,4,3,4,1,2,5
"2112","Maryland","MD",15605.84,1900.85,4542,1038,"R",2,16,-2,"Mixed-Humid","South Atlantic",3,1,1,1,2,1,1,5
"2113","Georgia","GA",25524.25,2987.76,2624,1702,"U",2,15,-2,"Mixed-Humid","South Atlantic",6,1,4,4,2,-4,2,5
"2114","New Hampshire","NH",1355.95,248.03,6800,636,"C",4,6,-2,"Cold","New England",2,2,-2,1,4,-4,1,5
"2115","Oregon","OR",14263.29,1804.03,4502,310,"U",2,15,-2,"Marine","Pacific",7,1,3,2,3,-4,2,5
"2116","Connecticut","CT",4486.3,1044.37,5377,1041,"U",2,15,-2,"Cold","New England",4,1,1,1,4,1,1,5
"2117","Connecticut","CT",3713.69,881.77,5073,823,"U",3,14,-2,"Cold","New England",1,2,4,3,4,-4,2,0
"2118","Washington","WA",6734.54,1244.19,4737,855,"U",2,15,-2,"Cold","Pacific",9,1,2,2,2,-4,2,2
"2119","Utah","UT",8103.22,982.67,5503,1226,"U",2,15,-2,"Cold","Mountain North",7,1,1,1,2,1,2,5
"2120","Pennsylvania","PA",7872.66,1148.14,4307,1306,"U",3,15,-2,"Mixed-Humid","Middle Atlantic",1,1,4,3,2,0,2,3
"2121","Virginia","VA",11672.22,1169.96,3829,1120,"U",3,12,-2,"Mixed-Humid","South Atlantic",5,1,1,1,4,-4,0,4
"2122","Florida","FL",10475.83,1021.51,321,4368,"U",2,10,-2,"Hot-Humid","South Atlantic",4,2,-2,1,4,0,1,0
"2123","North Dakota","ND",9514.37,1750.19,8363,443,"R",2,4,-2,"Cold","West North Central",3,1,-2,4,4,1,2,0
"2124","New Jersey","NJ",16598.79,536.74,4137,1326,"U",2,14,-2,"Mixed-Humid","Middle Atlantic",2,1,1,1,2,1,3,5
"2125","Michigan","MI",1821.37,397.38,5801,921,"U",2,4,-2,"Cold","East North Central",1,1,1,1,0,-4,1,2
"2126","Florida","FL",7407.18,858.5,420,4117,"U",5,11,-2,"Hot-Humid","South Atlantic",7,1,1,-2,1,-4,2,5
"2127","New Mexico","NM",6008.32,675.35,5457,620,"R",2,10,-2,"Mixed-Dry","Mountain South",6,1,-2,1,4,0,1,5
"2128","Illinois","IL",6377.14,907.46,5511,1228,"U",3,16,-2,"Cold","East North Central",3,1,4,1,3,-4,2,5
"2129","New York","NY",9762.09,1177.28,6075,762,"U",2,16,-2,"Cold","Middle Atlantic",3,1,1,1,2,0,2,3
"2130","Georgia","GA",12907.55,1645.61,2827,1537,"U",2,15,-2,"Mixed-Humid","South Atlantic",6,1,3,3,3,-4,2,5
"2131","Indiana","IN",6416.7,877.54,5002,1103,"U",2,10,-2,"Cold","East North Central",6,2,4,2,3,-4,1,0
"2132","Tennessee","TN",21907.31,2371.31,3804,1229,"C",2,16,-2,"Mixed-Humid","East South Central",7,1,3,3,3,-4,2,2
"2133","Massachusetts","MA",6614.78,1493.49,5979,831,"U",2,15,-2,"Cold","New England",4,1,3,3,1,0,2,5
"2134","Maryland","MD",14448.51,1807.04,3357,1659,"R",2,16,-2,"Mixed-Humid","South Atlantic",6,1,1,1,4,1,1,5
"2135","Washington","WA",5606.74,677.07,4284,278,"U",2,13,-2,"Marine","Pacific",5,1,2,2,3,-4,2,5
"2136","Minnesota","MN",12028.49,1570.32,7852,501,"C",2,14,-2,"Cold","West North Central",3,1,1,1,1,-4,1,5
"2137","North Carolina","NC",5932.1,707.04,3399,1303,"U",2,10,-2,"Mixed-Humid","South Atlantic",1,1,2,2,0,0,1,5
"2138","Hawaii","HI",5566.2,1626.62,0,4461,"U",3,8,-2,"Hot-Humid","Pacific",4,1,-2,-2,0,0,-2,5
"2139","New York","NY",5619.85,730.54,5909,880,"R",2,14,-2,"Cold","Middle Atlantic",2,1,-2,2,3,0,1,5
"2140","Kentucky","KY",22927.63,2470.6,3898,1461,"R",2,16,-2,"Mixed-Humid","East South Central",5,1,1,1,1,0,2,5
"2141","Colorado","CO",12146.83,1363.72,5649,956,"U",2,16,-2,"Cold","Mountain North",9,1,3,3,3,-4,3,5
"2142","Minnesota","MN",7894.48,1018.91,9918,282,"R",2,14,-2,"Very-Cold","West North Central",3,1,4,1,1,-4,1,5
"2143","Florida","FL",11873.48,1317.33,392,4175,"U",2,6,-2,"Hot-Humid","South Atlantic",4,1,3,-2,0,0,2,5
"2144","Connecticut","CT",12828.96,2741.96,5259,1094,"U",2,16,-2,"Cold","New England",1,1,2,3,2,-4,3,5
"2145","Indiana","IN",8709.71,1457.46,5632,1009,"U",2,5,-2,"Cold","East North Central",2,2,4,1,4,-4,1,4
"2146","Alaska","AK",6185.09,1632.21,14548,0,"R",2,14,-2,"Subarctic","Pacific",5,1,-2,1,1,1,1,4
"2147","Oregon","OR",16405.43,1756.11,4326,336,"U",2,7,-2,"Marine","Pacific",1,1,-2,1,0,0,2,5
"2148","Indiana","IN",2624.64,471.79,4938,1172,"U",2,9,-2,"Cold","East North Central",6,2,4,2,0,0,0,5
"2149","Montana","MT",15114.13,1813.56,8780,79,"C",2,16,-2,"Cold","Mountain North",3,1,4,2,2,-4,2,1
"2150","Delaware","DE",10157.54,1361.88,4154,1303,"U",5,11,-2,"Mixed-Humid","South Atlantic",1,2,1,1,4,0,1,5
"2151","Louisiana","LA",19563.2,1888.84,750,3619,"U",2,13,-2,"Hot-Humid","West South Central",2,1,2,2,3,1,3,5
"2152","California","CA",5240.5,1135.68,1203,1445,"U",2,16,-2,"Hot-Dry","Pacific",7,1,1,1,2,0,2,5
"2153","Colorado","CO",3394.82,410.32,5774,824,"U",2,14,-2,"Cold","Mountain North",4,1,1,4,2,-4,1,2
"2154","Georgia","GA",18471.81,1978.61,1197,3038,"U",2,15,-2,"Hot-Humid","South Atlantic",7,1,3,3,1,0,3,5
"2155","Pennsylvania","PA",4184.49,487.61,4563,1143,"U",5,13,-2,"Mixed-Humid","Middle Atlantic",4,2,4,4,0,0,1,5
"2156","North Carolina","NC",22741.98,2107.1,3463,1290,"R",2,16,-2,"Mixed-Humid","South Atlantic",5,1,3,3,1,1,2,5
"2157","Kansas","KS",5669.19,859.07,4187,1511,"C",2,5,1,"Mixed-Humid","West North Central",1,1,1,1,1,1,2,5
"2158","Washington","WA",7364.32,739.68,5068,134,"C",2,15,-2,"Marine","Pacific",4,1,-2,99,0,-4,0,5
"2159","Georgia","GA",11289.9,1497.66,1193,3047,"U",3,15,-2,"Hot-Humid","South Atlantic",9,1,1,4,2,1,3,5
"2160","Missouri","MO",12948.53,1560.86,4249,1371,"U",2,16,-2,"Mixed-Humid","West North Central",8,1,2,2,2,1,3,5
"2161","Arizona","AZ",9520.36,1432.72,1370,4021,"U",5,7,-2,"Hot-Dry","Mountain South",4,2,2,2,3,0,2,5
"2162","Texas","TX",4410.82,526.82,1105,3558,"U",5,6,-2,"Hot-Humid","West South Central",9,2,2,2,2,-4,2,5
"2163","California","CA",2555.58,500.26,2249,919,"C",5,11,-2,"Marine","Pacific",5,2,-2,2,4,0,1,1
"2164","South Carolina","SC",9957.13,1229.88,2249,1844,"R",2,16,-2,"Mixed-Humid","South Atlantic",5,1,1,1,3,-4,2,2
"2165","Arizona","AZ",2179.64,472.91,1329,4091,"U",3,5,-2,"Hot-Dry","Mountain South",1,2,4,2,4,0,1,4
"2166","Texas","TX",5302.15,622.8,1116,3488,"U",5,1,-2,"Hot-Humid","West South Central",4,2,4,4,0,1,0,5
"2167","Utah","UT",15026.49,1940.95,5874,912,"U",2,11,-2,"Cold","Mountain North",8,1,1,1,2,0,2,0
"2168","Illinois","IL",2983.65,426.04,5512,1223,"U",5,13,-2,"Cold","East North Central",1,1,5,5,0,1,0,3
"2169","Missouri","MO",24151.51,1750.82,4693,1365,"U",2,15,-2,"Mixed-Humid","West North Central",5,1,3,3,1,1,3,5
"2170","Virginia","VA",6789.37,902.07,4482,1123,"C",2,16,-2,"Mixed-Humid","South Atlantic",7,1,3,4,2,0,3,5
"2171","Michigan","MI",5572.76,1005.94,5936,837,"U",2,14,-2,"Cold","East North Central",6,1,2,2,2,-4,1,5
"2172","Rhode Island","RI",3089.5,557.28,5210,759,"R",4,3,-2,"Cold","New England",4,2,4,1,2,-4,2,0
"2173","Louisiana","LA",9766.88,800.08,1711,2599,"C",2,13,-2,"Hot-Humid","West South Central",3,1,2,2,2,-4,1,2
"2174","Texas","TX",8933.22,938.52,2007,2646,"U",2,13,-2,"Hot-Humid","West South Central",8,1,1,1,2,0,2,5
"2175","New Jersey","NJ",3948.13,739.93,4412,1283,"U",5,11,-2,"Mixed-Humid","Middle Atlantic",3,2,4,4,2,0,2,5
"2176","New Mexico","NM",6163.88,866.81,5075,924,"U",4,9,-2,"Cold","Mountain South",6,2,1,1,4,-4,1,3
"2177","New Jersey","NJ",13959.58,2480.89,4582,1183,"U",2,15,-2,"Mixed-Humid","Middle Atlantic",5,1,1,1,4,0,2,2
"2178","Utah","UT",5261.08,581.1,5217,1428,"U",2,15,-2,"Cold","Mountain North",1,1,-2,2,4,1,2,4
"2179","Washington","WA",23040.49,2036.41,4989,211,"U",2,6,0,"Marine","Pacific",6,1,-2,4,1,0,0,5
"2180","Illinois","IL",8647.49,1065.02,4807,1135,"R",2,15,-2,"Mixed-Humid","East North Central",4,1,2,1,2,1,1,5
"2181","Alabama","AL",33569.35,3430.46,3030,1492,"R",1,7,-2,"Mixed-Humid","East South Central",6,1,2,2,2,0,2,5
"2182","Texas","TX",16836.62,2962.97,800,3775,"U",2,15,-2,"Hot-Humid","West South Central",7,1,1,1,2,-4,1,5
"2183","North Dakota","ND",7040.73,821.74,7995,632,"U",2,1,-2,"Cold","West North Central",3,1,2,2,0,0,2,5
"2184","West Virginia","WV",21174.4,2217,4611,1130,"R",2,9,-2,"Mixed-Humid","South Atlantic",5,1,1,1,1,0,2,5
"2185","California","CA",13384.12,320.78,1222,2309,"U",2,16,1,"Hot-Dry","Pacific",7,1,3,3,3,-4,3,1
"2186","Arkansas","AR",5784.38,789.4,2966,1801,"U",2,14,-2,"Mixed-Humid","West South Central",5,2,1,1,2,1,1,5
"2187","Maine","ME",3701.63,656.22,6225,564,"R",3,7,-2,"Cold","New England",1,1,-2,1,1,1,1,0
"2188","New Jersey","NJ",11642.64,70.4,3889,1292,"U",2,9,-2,"Mixed-Humid","Middle Atlantic",4,1,1,1,0,-4,1,5
"2189","Ohio","OH",33200.27,4285.5,5591,874,"R",2,15,-2,"Cold","East North Central",4,1,2,2,2,1,2,5
"2190","North Carolina","NC",7807.73,1133.6,3190,1475,"U",2,11,-2,"Mixed-Humid","South Atlantic",7,1,2,2,0,0,1,5
"2191","New Mexico","NM",5699.01,776.89,3981,1442,"U",1,8,-2,"Mixed-Dry","Mountain South",5,1,1,1,1,0,1,0
"2192","Tennessee","TN",11440.7,1250.5,4184,1018,"R",2,5,-2,"Mixed-Humid","East South Central",2,1,2,5,0,-4,0,5
"2193","Louisiana","LA",18766.29,1794.12,1547,2508,"R",2,16,-2,"Hot-Humid","West South Central",8,1,2,2,3,0,2,1
"2194","Illinois","IL",10455.16,1454.11,5734,1110,"U",2,16,-2,"Cold","East North Central",2,1,2,2,2,1,1,5
"2195","Indiana","IN",4424.22,850.75,3969,1553,"U",3,14,-2,"Mixed-Humid","East North Central",4,1,1,1,4,0,1,0
"2196","Vermont","VT",2608.79,672.89,6678,810,"U",2,8,-2,"Cold","New England",1,1,-2,2,0,0,1,5
"2197","Nebraska","NE",6249.04,763.03,5811,1187,"U",2,3,-2,"Cold","West North Central",2,1,2,2,4,0,1,5
"2198","New York","NY",8190.36,1210.48,6031,791,"U",2,13,-2,"Cold","Middle Atlantic",1,1,2,2,3,-4,2,5
"2199","New York","NY",12581.95,804.59,7173,422,"C",5,9,-2,"Cold","Middle Atlantic",9,2,2,2,1,-4,3,2
"2200","New York","NY",11774.2,2133.48,5528,849,"C",2,16,-2,"Cold","Middle Atlantic",7,1,2,2,4,-4,1,5
"2201","Louisiana","LA",20776.08,1982.56,1126,2873,"R",1,7,-2,"Hot-Humid","West South Central",4,1,4,4,0,1,0,5
"2202","North Carolina","NC",15451.04,1413.55,2695,1732,"U",1,12,-2,"Mixed-Humid","South Atlantic",5,1,3,3,2,1,3,3
"2203","Minnesota","MN",9878.51,1625.26,8492,527,"R",2,10,-2,"Very-Cold","West North Central",7,1,4,1,2,-4,1,5
"2204","Pennsylvania","PA",2674.01,503.59,5064,934,"U",2,5,-2,"Cold","Middle Atlantic",1,1,-2,2,0,-4,1,5
"2205","New Hampshire","NH",4453.15,900.02,6300,631,"U",2,16,-2,"Cold","New England",2,1,-2,2,2,0,2,5
"2206","Illinois","IL",5938.85,838.81,6015,961,"U",2,8,-2,"Cold","East North Central",4,1,2,4,2,0,1,5
"2207","Delaware","DE",6711.86,834.68,3623,1491,"C",3,13,-2,"Mixed-Humid","South Atlantic",7,1,2,2,0,-4,2,5
"2208","North Carolina","NC",5092.37,636.07,4751,310,"R",2,5,0,"Mixed-Humid","South Atlantic",5,1,-2,5,4,-4,0,5
"2209","Louisiana","LA",12105.97,1295.8,1811,2487,"U",4,4,-2,"Hot-Humid","West South Central",6,2,2,2,0,0,0,5
"2210","Maryland","MD",12506.31,248.49,3760,1511,"U",2,15,-2,"Mixed-Humid","South Atlantic",2,1,3,2,2,-4,2,5
"2211","Vermont","VT",3003.28,749.34,6615,843,"U",3,12,-2,"Cold","New England",4,1,-2,3,1,1,2,5
"2212","Pennsylvania","PA",2626.47,504.54,4762,1148,"U",2,4,-2,"Cold","Middle Atlantic",7,1,3,3,2,0,3,5
"2213","Virginia","VA",13396.82,1503.31,4693,668,"R",2,7,-2,"Mixed-Humid","South Atlantic",4,1,1,2,1,0,0,5
"2214","Kentucky","KY",5742.41,730.17,3685,1647,"U",3,12,-2,"Mixed-Humid","East South Central",6,1,2,2,2,0,1,5
"2215","Nevada","NV",14399.9,1742.77,1789,4206,"U",2,15,-2,"Hot-Dry","Mountain South",6,2,1,1,2,0,2,5
"2216","Arizona","AZ",11229.93,1399.77,874,5362,"U",3,13,-2,"Hot-Dry","Mountain South",5,1,1,1,1,1,1,5
"2217","New Hampshire","NH",9603.02,1693.82,6000,813,"U",1,10,-2,"Cold","New England",5,2,4,2,1,0,1,1
"2218","Indiana","IN",11520.82,1525.72,4632,1182,"U",2,2,-2,"Mixed-Humid","East North Central",3,2,-2,1,0,1,2,5
"2219","North Carolina","NC",12197.49,1215.12,2616,1776,"U",2,9,-2,"Mixed-Humid","South Atlantic",6,1,1,1,1,0,1,5
"2220","Massachusetts","MA",18470.01,2167.85,5839,866,"U",2,13,-2,"Cold","New England",3,1,3,4,4,-4,2,5
"2221","Alabama","AL",37121.58,4667.99,2694,1621,"R",1,3,-2,"Mixed-Humid","East South Central",4,1,1,1,0,-4,0,5
"2222","Massachusetts","MA",5180.44,870.99,5633,791,"U",5,15,-2,"Cold","New England",3,1,-2,1,3,-4,2,3
"2223","California","CA",6936.96,1121.37,1249,1793,"U",1,9,-2,"Hot-Dry","Pacific",4,2,4,4,2,1,2,5
"2224","North Dakota","ND",8227.9,771.04,8233,481,"R",1,8,1,"Very-Cold","West North Central",8,1,1,1,0,1,2,5
"2225","New Jersey","NJ",8760.13,1581.12,4521,1176,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",2,1,3,3,2,0,3,5
"2226","Nebraska","NE",8896.78,834.46,6095,1099,"U",5,13,-2,"Cold","West North Central",7,2,1,1,2,-4,2,5
"2227","Texas","TX",12921.79,1632.56,618,4557,"U",2,12,-2,"Hot-Humid","West South Central",6,1,1,1,4,1,2,5
"2228","Montana","MT",5972.57,900,6537,730,"U",2,9,-2,"Cold","Mountain North",5,1,1,1,3,-4,2,5
"2229","Colorado","CO",7477.89,888.3,5992,766,"U",2,16,-2,"Cold","Mountain North",7,1,3,3,2,-4,3,5
"2230","District of Columbia","DC",4739.73,521.28,3336,1712,"U",3,15,-2,"Mixed-Humid","South Atlantic",1,1,2,2,4,1,2,5
"2231","Washington","WA",8447.52,873.5,5052,101,"U",2,14,-2,"Marine","Pacific",6,1,2,1,1,0,2,5
"2232","Alaska","AK",2315.11,508.4,14044,19,"R",2,13,-2,"Subarctic","Pacific",5,1,-2,1,1,1,1,5
"2233","Washington","WA",9884.72,1055.23,4466,225,"U",2,14,-2,"Marine","Pacific",4,1,3,3,1,1,2,5
"2234","Iowa","IA",17357.4,1675.8,5920,1232,"U",2,14,-2,"Cold","West North Central",3,1,1,1,3,-4,2,0
"2235","Massachusetts","MA",6770.57,1453.16,5792,886,"U",3,14,-2,"Cold","New England",5,1,1,1,2,-4,2,5
"2236","Kentucky","KY",15005.25,1702.07,3642,1420,"R",2,12,-2,"Mixed-Humid","East South Central",6,1,1,2,4,1,2,5
"2237","New York","NY",3422.39,656.34,4205,1372,"U",5,7,-2,"Mixed-Humid","Middle Atlantic",5,2,5,5,1,-4,0,1
"2238","North Carolina","NC",5857.01,702.93,3389,1386,"U",3,14,-2,"Mixed-Humid","South Atlantic",7,1,3,3,2,0,3,0
"2239","Virginia","VA",5236.29,666.59,4922,598,"R",1,1,-2,"Mixed-Humid","South Atlantic",3,2,1,1,4,-4,1,3
"2240","New Jersey","NJ",6794.42,1244.86,4856,1106,"U",2,16,-2,"Mixed-Humid","Middle Atlantic",2,1,2,2,3,0,1,5
"2241","Vermont","VT",6607.12,1300.18,7133,602,"R",3,11,-2,"Cold","New England",5,1,-2,1,2,0,2,0
"2242","Tennessee","TN",38115.85,3673.66,3205,1465,"R",1,2,-2,"Mixed-Humid","East South Central",6,2,2,1,4,1,0,5
"2243","Louisiana","LA",11695.05,1118.22,1147,3015,"U",2,12,-2,"Hot-Humid","West South Central",3,1,2,4,4,1,0,1
"2244","South Carolina","SC",13424.48,1431.32,2520,1837,"U",5,11,-2,"Mixed-Humid","South Atlantic",6,2,2,2,3,0,2,3
"2245","New York","NY",5310.75,1462.01,4207,1376,"U",5,8,-2,"Mixed-Humid","Middle Atlantic",1,2,1,1,1,-4,2,5
"2246","Vermont","VT",8160.53,1699.83,7065,612,"R",2,16,-2,"Cold","New England",2,1,-2,3,4,0,2,5
"2247","Ohio","OH",4368.6,507.61,5250,990,"U",4,4,-2,"Cold","East North Central",4,2,1,1,3,-4,2,5
"2248","Maryland","MD",7134.59,862.88,3835,1511,"U",3,12,-2,"Mixed-Humid","South Atlantic",5,1,4,1,2,-4,1,5
"2249","Pennsylvania","PA",11879.86,916.74,4608,1165,"U",3,15,-2,"Mixed-Humid","Middle Atlantic",3,1,3,3,0,0,2,5
"2250","Hawaii","HI",8518.35,251.34,2,3300,"U",2,16,-2,"Hot-Humid","Pacific",7,1,4,-2,4,1,0,5
"2251","Mississippi","MS",17726.91,1958.94,1153,2916,"C",2,2,1,"Hot-Humid","East South Central",7,1,1,2,1,1,1,5
"2252","Mississippi","MS",13952.29,1495.31,2975,1945,"U",2,16,-2,"Mixed-Humid","East South Central",6,1,1,1,2,1,3,5
"2253","Alaska","AK",9460.04,2077.44,13869,1,"R",2,3,-2,"Subarctic","Pacific",7,3,-2,5,0,0,0,5
"2254","Virginia","VA",14962.53,1856.97,2769,1887,"U",4,2,-2,"Mixed-Humid","South Atlantic",6,2,2,2,3,0,2,5
"2255","California","CA",5581.78,1092.65,2246,893,"C",2,10,-2,"Marine","Pacific",6,1,4,4,2,-4,2,0
"2256","Connecticut","CT",4102.85,963.52,4978,1173,"U",2,11,-2,"Cold","New England",4,1,1,1,4,0,2,5
"2257","Pennsylvania","PA",8085.32,1233.85,4998,1122,"U",2,7,-2,"Cold","Middle Atlantic",2,1,4,1,2,1,1,5
"2258","Colorado","CO",8874.56,919.38,5414,902,"U",2,3,-2,"Cold","Mountain North",5,2,2,2,4,0,1,5
"2259","New York","NY",6542.72,1495.82,4777,994,"U",2,13,-2,"Mixed-Humid","Middle Atlantic",1,1,4,2,3,0,1,5
"2260","Florida","FL",8544.53,480.58,368,4322,"U",2,14,-2,"Hot-Humid","South Atlantic",8,1,4,-2,0,1,3,4
"2261","California","CA",4562.06,1350.9,1301,860,"U",2,16,-2,"Hot-Dry","Pacific",5,2,1,1,3,0,2,5
"2262","North Dakota","ND",9222.44,1272.71,8683,659,"U",2,14,-2,"Very-Cold","West North Central",6,1,2,2,4,0,1,5
"2263","South Carolina","SC",13688.97,1691.4,1510,2514,"U",2,15,-2,"Hot-Humid","South Atlantic",8,1,1,1,0,1,1,5
"2264","California","CA",4060.81,776.04,1236,2380,"U",5,7,-2,"Hot-Dry","Pacific",7,2,2,2,1,-4,2,5
"2265","Arizona","AZ",23816.76,2971.83,971,5111,"U",2,16,-2,"Hot-Dry","Mountain South",7,1,1,1,0,-4,1,4
"2266","Michigan","MI",12570.25,2022.34,7349,518,"R",2,15,-2,"Cold","East North Central",1,1,1,2,3,0,1,5
"2267","Arizona","AZ",20826.87,3254.34,874,5362,"U",2,12,-2,"Hot-Dry","Mountain South",7,2,2,2,2,1,1,3
"2268","Connecticut","CT",4370.74,1255.21,4686,1104,"U",2,14,-2,"Cold","New England",1,1,4,2,2,-4,1,5
"2269","California","CA",3674.07,652.18,1031,1734,"U",3,15,-2,"Hot-Dry","Pacific",6,1,1,4,2,-4,2,3
"2270","New Jersey","NJ",6461.54,183.88,4414,1238,"U",3,16,-2,"Mixed-Humid","Middle Atlantic",6,1,1,1,4,-4,3,5
"2271","Oklahoma","OK",8052.8,774.29,3460,1826,"R",2,13,-2,"Mixed-Humid","West South Central",6,1,1,1,1,0,1,0
"2272","Arkansas","AR",8478.43,1023.91,3602,1433,"U",2,9,-2,"Mixed-Humid","West South Central",2,2,2,2,2,0,1,5
"2273","California","CA",6150.32,1586.47,2555,1800,"R",2,12,-2,"Hot-Dry","Pacific",1,1,2,4,2,1,2,5
"2274","North Carolina","NC",10874.61,1159.43,2832,1723,"U",2,16,-2,"Mixed-Humid","South Atlantic",1,1,1,1,1,0,2,0
